"location","week.lu","variable","V1"
"PK-Ewing",32,"Anopheles.punctipennis",4.816
"PK-Ewing",32,"Anopheles.quadrimaculatus",1.916
"PK-Ewing",32,"Anopheles.walkeri",0.95
"PK-Ewing",32,"Coquilletidia.perturbans",1.1
"PK-Ewing",32,"Culex.erraticus",1.15
"PK-Ewing",32,"Culex.pipiens.group",33.0515
"PK-Ewing",32,"Culex.salinarius",0
"PK-Ewing",32,"Culex.tarsalis",2.066
"PK-Ewing",32,"Culex.territans",1.15
"PK-Ewing",32,"Culiseta.impatiens",0.95
"PK-Ewing",32,"Culiseta.inornata",0.95
"PK-Ewing",32,"Culiseta.minnesotae",0
"PK-Ewing",32,"Orthopodomyia.alba",0
"PK-Ewing",32,"Orthopodomyia.signifera",1.1
"PK-Ewing",32,"Psorophora.ciliata",1.2
"PK-Ewing",32,"Psorophora.columbiae",10.75
"PK-Ewing",32,"Psorophora.cyanescens",0
"PK-Ewing",32,"Psorophora.ferox",0.95
"PK-Ewing",32,"Psorophora.horrida",1
"PK-Ewing",32,"Psorophora.signipennis",0.95
"PK-Ewing",32,"Uranotaenia.sapphirina",2.5665
"PK-Ewing",33,"Aedes.albopictus",0.9
"PK-Ewing",33,"Aedes.atropalpus",0.9
"PK-Ewing",33,"Aedes.canadensis",0.95
"PK-Ewing",33,"Aedes.dorsalis",0.9
"PK-Ewing",33,"Aedes.hendersoni",0
"PK-Ewing",33,"Aedes.japonicus",0.85
"PK-Ewing",33,"Aedes.nigromaculis",0.9
"PK-Ewing",33,"Aedes.sollicitans",0.9
"PK-Ewing",33,"Aedes.sticticus",0.9
"PK-Ewing",33,"Aedes.stimulans",0.9
"PK-Ewing",33,"Aedes.triseriatus",1.8
"PK-Ewing",33,"Aedes.trivittatus",6.05
"PK-Ewing",33,"Aedes.vexans",157.2995
"PK-Ewing",33,"Aedes.vexans.nipponii",0
"PK-Ewing",33,"Anopheles.barberi",0.9
"PK-Ewing",33,"Anopheles.punctipennis",5.083
"PK-Ewing",33,"Anopheles.quadrimaculatus",1.8325
"PK-Ewing",33,"Anopheles.walkeri",0.9
"PK-Ewing",33,"Coquilletidia.perturbans",0.9495
"PK-Ewing",33,"Culex.erraticus",1
"PK-Ewing",33,"Culex.pipiens.group",24.917
"PK-Ewing",33,"Culex.salinarius",0
"PK-Ewing",33,"Culex.tarsalis",1.583
"PK-Ewing",33,"Culex.territans",0.9
"PK-Ewing",33,"Culiseta.impatiens",0.9
"PK-Ewing",33,"Culiseta.inornata",1.1995
"PK-Ewing",33,"Culiseta.minnesotae",0
"PK-Ewing",33,"Orthopodomyia.alba",0
"PK-Ewing",33,"Orthopodomyia.signifera",1.05
"PK-Ewing",33,"Psorophora.ciliata",1
"PK-Ewing",33,"Psorophora.columbiae",7.35
"PK-Ewing",33,"Psorophora.cyanescens",0
"PK-Ewing",33,"Psorophora.ferox",0.9
"PK-Ewing",33,"Psorophora.horrida",0.9
"PK-Ewing",33,"Psorophora.signipennis",0.9
"PK-Ewing",33,"Uranotaenia.sapphirina",1.5825
"PK-Ewing",34,"Aedes.albopictus",0.95
"PK-Ewing",34,"Aedes.atropalpus",0.95
"PK-Ewing",34,"Aedes.canadensis",0.95
"PK-Ewing",34,"Aedes.dorsalis",0.95
"PK-Ewing",34,"Aedes.hendersoni",0
"PK-Ewing",34,"Aedes.japonicus",1.3
"PK-Ewing",34,"Aedes.nigromaculis",0.95
"PK-Ewing",34,"Aedes.sollicitans",1
"PK-Ewing",34,"Aedes.sticticus",0.95
"PK-Ewing",34,"Aedes.stimulans",0.95
"PK-Ewing",34,"Aedes.triseriatus",1.3
"PK-Ewing",34,"Aedes.trivittatus",1.65
"PK-Ewing",34,"Aedes.vexans",100.734
"PK-Ewing",34,"Aedes.vexans.nipponii",0
"PK-Ewing",34,"Anopheles.barberi",0.95
"PK-Ewing",34,"Anopheles.punctipennis",3.9985
"PK-Ewing",34,"Anopheles.quadrimaculatus",2.4995
"PK-Ewing",34,"Anopheles.walkeri",1.25
"PK-Ewing",34,"Coquilletidia.perturbans",1.05
"PK-Ewing",34,"Culex.erraticus",1.2
"PK-Ewing",34,"Culex.pipiens.group",17.766
"PK-Ewing",34,"Culex.salinarius",0
"PK-Ewing",34,"Culex.tarsalis",1.8995
"PK-Ewing",34,"Culex.territans",0.9995
"PK-Ewing",34,"Culiseta.impatiens",0.95
"PK-Ewing",34,"Culiseta.inornata",1.1
"PK-Ewing",34,"Culiseta.minnesotae",0
"PK-Ewing",34,"Orthopodomyia.alba",0
"PK-Ewing",34,"Orthopodomyia.signifera",1.25
"PK-Ewing",34,"Psorophora.ciliata",1.05
"PK-Ewing",34,"Psorophora.columbiae",5
"PK-Ewing",34,"Psorophora.cyanescens",0
"PK-Ewing",34,"Psorophora.ferox",0.95
"PK-Ewing",34,"Psorophora.horrida",0.95
"PK-Ewing",34,"Psorophora.signipennis",0.95
"PK-Ewing",34,"Uranotaenia.sapphirina",1.5505
"PK-Ewing",35,"Aedes.albopictus",0.947368421052632
"PK-Ewing",35,"Aedes.atropalpus",0.947368421052632
"PK-Ewing",35,"Aedes.canadensis",0.947368421052632
"PK-Ewing",35,"Aedes.dorsalis",1
"PK-Ewing",35,"Aedes.hendersoni",0
"PK-Ewing",35,"Aedes.japonicus",0.263157894736842
"PK-Ewing",35,"Aedes.nigromaculis",0.947368421052632
"PK-Ewing",35,"Aedes.sollicitans",1.10526315789474
"PK-Ewing",35,"Aedes.sticticus",0.947368421052632
"PK-Ewing",35,"Aedes.stimulans",0.947368421052632
"PK-Ewing",35,"Aedes.triseriatus",1.15789473684211
"PK-Ewing",35,"Aedes.trivittatus",1.57894736842105
"PK-Ewing",35,"Aedes.vexans",98.4873684210526
"PK-Ewing",35,"Aedes.vexans.nipponii",0
"PK-Ewing",35,"Anopheles.barberi",1
"PK-Ewing",35,"Anopheles.punctipennis",6.10421052631579
"PK-Ewing",35,"Anopheles.quadrimaculatus",2.56578947368421
"PK-Ewing",35,"Anopheles.walkeri",0.947368421052632
"PK-Ewing",35,"Coquilletidia.perturbans",1.15789473684211
"PK-Ewing",35,"Culex.erraticus",2
"PK-Ewing",35,"Culex.pipiens.group",22.6173684210526
"PK-Ewing",35,"Culex.salinarius",0
"PK-Ewing",35,"Culex.tarsalis",2.57894736842105
"PK-Ewing",35,"Culex.territans",1.15789473684211
"PK-Ewing",35,"Culiseta.impatiens",0.947368421052632
"PK-Ewing",35,"Culiseta.inornata",1
"PK-Ewing",35,"Culiseta.minnesotae",0
"PK-Ewing",35,"Orthopodomyia.alba",0
"PK-Ewing",35,"Orthopodomyia.signifera",1.31578947368421
"PK-Ewing",35,"Psorophora.ciliata",1.15789473684211
"PK-Ewing",35,"Psorophora.columbiae",2.63157894736842
"PK-Ewing",35,"Psorophora.cyanescens",0
"PK-Ewing",35,"Psorophora.ferox",0.947368421052632
"PK-Ewing",35,"Psorophora.horrida",0.960526315789474
"PK-Ewing",35,"Psorophora.signipennis",0.947368421052632
"PK-Ewing",35,"Uranotaenia.sapphirina",3.88157894736842
"PK-Ewing",36,"Aedes.albopictus",1.33333333333333
"PK-Ewing",36,"Aedes.atropalpus",1.33333333333333
"PK-Ewing",36,"Aedes.canadensis",1.33333333333333
"PK-Ewing",36,"Aedes.dorsalis",1.33333333333333
"PK-Ewing",36,"Aedes.hendersoni",0
"PK-Ewing",36,"Aedes.japonicus",0
"PK-Ewing",36,"Aedes.nigromaculis",1.33333333333333
"PK-Ewing",36,"Aedes.sollicitans",1.46666666666667
"PK-Ewing",36,"Aedes.sticticus",1.33333333333333
"PK-Ewing",36,"Aedes.stimulans",1.33333333333333
"PK-Ewing",36,"Aedes.triseriatus",2.73333333333333
"PK-Ewing",36,"Aedes.trivittatus",2.13333333333333
"PK-Ewing",36,"Aedes.vexans",110.583333333333
"PK-Ewing",36,"Aedes.vexans.nipponii",0
"PK-Ewing",36,"Anopheles.barberi",1.33333333333333
"PK-Ewing",36,"Anopheles.punctipennis",5.46666666666667
"PK-Ewing",36,"Anopheles.quadrimaculatus",2.75
"PK-Ewing",36,"Anopheles.walkeri",1.33333333333333
"PK-Ewing",36,"Coquilletidia.perturbans",1.4
"PK-Ewing",36,"Culex.erraticus",1.46666666666667
"PK-Ewing",36,"Culex.pipiens.group",21.15
"PK-Ewing",36,"Culex.salinarius",0
"PK-Ewing",36,"Culex.tarsalis",5.33333333333333
"PK-Ewing",36,"Culex.territans",1.73333333333333
"PK-Ewing",36,"Culiseta.impatiens",1.33333333333333
"PK-Ewing",36,"Culiseta.inornata",2.4
"PK-Ewing",36,"Culiseta.minnesotae",0
"PK-Ewing",36,"Orthopodomyia.alba",0
"PK-Ewing",36,"Orthopodomyia.signifera",1.6
"PK-Ewing",36,"Psorophora.ciliata",1.4
"PK-Ewing",36,"Psorophora.columbiae",1.53333333333333
"PK-Ewing",36,"Psorophora.cyanescens",0
"PK-Ewing",36,"Psorophora.ferox",1.33333333333333
"PK-Ewing",36,"Psorophora.horrida",1.38333333333333
"PK-Ewing",36,"Psorophora.signipennis",1.33333333333333
"PK-Ewing",36,"Uranotaenia.sapphirina",3.55
"PK-Ewing",37,"Aedes.albopictus",1.63636363636364
"PK-Ewing",37,"Aedes.atropalpus",1.63636363636364
"PK-Ewing",37,"Aedes.canadensis",1.63636363636364
"PK-Ewing",37,"Aedes.dorsalis",1.63636363636364
"PK-Ewing",37,"Aedes.hendersoni",0
"PK-Ewing",37,"Aedes.japonicus",0.454545454545455
"PK-Ewing",37,"Aedes.nigromaculis",1.63636363636364
"PK-Ewing",37,"Aedes.sollicitans",1.72727272727273
"PK-Ewing",37,"Aedes.sticticus",1.63636363636364
"PK-Ewing",37,"Aedes.stimulans",1.63636363636364
"PK-Ewing",37,"Aedes.triseriatus",2
"PK-Ewing",37,"Aedes.trivittatus",1.90909090909091
"PK-Ewing",37,"Aedes.vexans",118.363636363636
"PK-Ewing",37,"Aedes.vexans.nipponii",0
"PK-Ewing",37,"Anopheles.barberi",1.63636363636364
"PK-Ewing",37,"Anopheles.punctipennis",5.45454545454545
"PK-Ewing",37,"Anopheles.quadrimaculatus",3
"PK-Ewing",37,"Anopheles.walkeri",1.63636363636364
"PK-Ewing",37,"Coquilletidia.perturbans",1.63636363636364
"PK-Ewing",37,"Culex.erraticus",1.81818181818182
"PK-Ewing",37,"Culex.pipiens.group",34.2727272727273
"PK-Ewing",37,"Culex.salinarius",0
"PK-Ewing",37,"Culex.tarsalis",3.81818181818182
"PK-Ewing",37,"Culex.territans",2.18181818181818
"PK-Ewing",37,"Culiseta.impatiens",1.63636363636364
"PK-Ewing",37,"Culiseta.inornata",3.09090909090909
"PK-Ewing",37,"Culiseta.minnesotae",0
"PK-Ewing",37,"Orthopodomyia.alba",0
"PK-Ewing",37,"Orthopodomyia.signifera",1.81818181818182
"PK-Ewing",37,"Psorophora.ciliata",2.90909090909091
"PK-Ewing",37,"Psorophora.columbiae",1.72727272727273
"PK-Ewing",37,"Psorophora.cyanescens",0
"PK-Ewing",37,"Psorophora.ferox",1.63636363636364
"PK-Ewing",37,"Psorophora.horrida",1.63636363636364
"PK-Ewing",37,"Psorophora.signipennis",1.63636363636364
"PK-Ewing",37,"Uranotaenia.sapphirina",6.90909090909091
"PK-Ewing",38,"Aedes.albopictus",1.11111111111111
"PK-Ewing",38,"Aedes.atropalpus",1.11111111111111
"PK-Ewing",38,"Aedes.canadensis",1.11111111111111
"PK-Ewing",38,"Aedes.dorsalis",1.11111111111111
"PK-Ewing",38,"Aedes.hendersoni",0
"PK-Ewing",38,"Aedes.japonicus",0.111111111111111
"PK-Ewing",38,"Aedes.nigromaculis",1.11111111111111
"PK-Ewing",38,"Aedes.sollicitans",1.44444444444444
"PK-Ewing",38,"Aedes.sticticus",1.11111111111111
"PK-Ewing",38,"Aedes.stimulans",1.11111111111111
"PK-Ewing",38,"Aedes.triseriatus",2
"PK-Ewing",38,"Aedes.trivittatus",1.44444444444444
"PK-Ewing",38,"Aedes.vexans",82
"PK-Ewing",38,"Aedes.vexans.nipponii",0
"PK-Ewing",38,"Anopheles.barberi",1.11111111111111
"PK-Ewing",38,"Anopheles.punctipennis",2.33333333333333
"PK-Ewing",38,"Anopheles.quadrimaculatus",2
"PK-Ewing",38,"Anopheles.walkeri",1.11111111111111
"PK-Ewing",38,"Coquilletidia.perturbans",1.11111111111111
"PK-Ewing",38,"Culex.erraticus",1.33333333333333
"PK-Ewing",38,"Culex.pipiens.group",14
"PK-Ewing",38,"Culex.salinarius",0
"PK-Ewing",38,"Culex.tarsalis",4.55555555555556
"PK-Ewing",38,"Culex.territans",1.33333333333333
"PK-Ewing",38,"Culiseta.impatiens",1.11111111111111
"PK-Ewing",38,"Culiseta.inornata",6.88888888888889
"PK-Ewing",38,"Culiseta.minnesotae",0
"PK-Ewing",38,"Orthopodomyia.alba",0
"PK-Ewing",38,"Orthopodomyia.signifera",1.44444444444444
"PK-Ewing",38,"Psorophora.ciliata",1.11111111111111
"PK-Ewing",38,"Psorophora.columbiae",1.22222222222222
"PK-Ewing",38,"Psorophora.cyanescens",0
"PK-Ewing",38,"Psorophora.ferox",1.11111111111111
"PK-Ewing",38,"Psorophora.horrida",1.11111111111111
"PK-Ewing",38,"Psorophora.signipennis",1.11111111111111
"PK-Ewing",38,"Uranotaenia.sapphirina",2
"PK-Ewing",39,"Aedes.albopictus",1.55555555555556
"PK-Ewing",39,"Aedes.atropalpus",1.55555555555556
"PK-Ewing",39,"Aedes.canadensis",1.55555555555556
"PK-Ewing",39,"Aedes.dorsalis",1.55555555555556
"PK-Ewing",39,"Aedes.hendersoni",0
"PK-Ewing",39,"Aedes.japonicus",0.222222222222222
"PK-Ewing",39,"Aedes.nigromaculis",1.55555555555556
"PK-Ewing",39,"Aedes.sollicitans",2.22222222222222
"PK-Ewing",39,"Aedes.sticticus",1.55555555555556
"PK-Ewing",39,"Aedes.stimulans",1.55555555555556
"PK-Ewing",39,"Aedes.triseriatus",1.66666666666667
"PK-Ewing",39,"Aedes.trivittatus",1.55555555555556
"PK-Ewing",39,"Aedes.vexans",94.7777777777778
"PK-Ewing",39,"Aedes.vexans.nipponii",0
"PK-Ewing",39,"Anopheles.barberi",1.55555555555556
"PK-Ewing",39,"Anopheles.punctipennis",3.22222222222222
"PK-Ewing",39,"Anopheles.quadrimaculatus",2.11111111111111
"PK-Ewing",39,"Anopheles.walkeri",1.55555555555556
"PK-Ewing",39,"Coquilletidia.perturbans",1.55555555555556
"PK-Ewing",39,"Culex.erraticus",1.55555555555556
"PK-Ewing",39,"Culex.pipiens.group",6.88888888888889
"PK-Ewing",39,"Culex.salinarius",0
"PK-Ewing",39,"Culex.tarsalis",2.88888888888889
"PK-Ewing",39,"Culex.territans",1.88888888888889
"PK-Ewing",39,"Culiseta.impatiens",1.55555555555556
"PK-Ewing",39,"Culiseta.inornata",11.8888888888889
"PK-Ewing",39,"Culiseta.minnesotae",0
"PK-Ewing",39,"Orthopodomyia.alba",0
"PK-Ewing",39,"Orthopodomyia.signifera",1.77777777777778
"PK-Ewing",39,"Psorophora.ciliata",2.55555555555556
"PK-Ewing",39,"Psorophora.columbiae",1.66666666666667
"PK-Ewing",39,"Psorophora.cyanescens",0
"PK-Ewing",39,"Psorophora.ferox",1.55555555555556
"PK-Ewing",39,"Psorophora.horrida",1.55555555555556
"PK-Ewing",39,"Psorophora.signipennis",1.55555555555556
"PK-Ewing",39,"Uranotaenia.sapphirina",2.22222222222222
"PK-Ewing",40,"Aedes.albopictus",0.222222222222222
"PK-Ewing",40,"Aedes.atropalpus",0.222222222222222
"PK-Ewing",40,"Aedes.canadensis",0.222222222222222
"PK-Ewing",40,"Aedes.dorsalis",0.222222222222222
"PK-Ewing",40,"Aedes.hendersoni",0
"PK-Ewing",40,"Aedes.japonicus",0.222222222222222
"PK-Ewing",40,"Aedes.nigromaculis",0.222222222222222
"PK-Ewing",40,"Aedes.sollicitans",0.222222222222222
"PK-Ewing",40,"Aedes.sticticus",0.222222222222222
"PK-Ewing",40,"Aedes.stimulans",0.222222222222222
"PK-Ewing",40,"Aedes.triseriatus",0.222222222222222
"PK-Ewing",40,"Aedes.trivittatus",0.222222222222222
"PK-Ewing",40,"Aedes.vexans",13
"PK-Ewing",40,"Aedes.vexans.nipponii",0
"PK-Ewing",40,"Anopheles.barberi",0.222222222222222
"PK-Ewing",40,"Anopheles.punctipennis",0.333333333333333
"PK-Ewing",40,"Anopheles.quadrimaculatus",0.666666666666667
"PK-Ewing",40,"Anopheles.walkeri",0.222222222222222
"PK-Ewing",40,"Coquilletidia.perturbans",0.222222222222222
"PK-Ewing",40,"Culex.erraticus",0.222222222222222
"PK-Ewing",40,"Culex.pipiens.group",2.66666666666667
"PK-Ewing",40,"Culex.salinarius",0
"PK-Ewing",40,"Culex.tarsalis",0.666666666666667
"PK-Ewing",40,"Culex.territans",0.555555555555556
"PK-Ewing",40,"Culiseta.impatiens",0.222222222222222
"PK-Ewing",40,"Culiseta.inornata",13.8888888888889
"PK-Ewing",40,"Culiseta.minnesotae",0
"PK-Ewing",40,"Orthopodomyia.alba",0
"PK-Ewing",40,"Orthopodomyia.signifera",0.222222222222222
"PK-Ewing",40,"Psorophora.ciliata",0.666666666666667
"PK-Ewing",40,"Psorophora.columbiae",0.222222222222222
"PK-Ewing",40,"Psorophora.cyanescens",0
"PK-Ewing",40,"Psorophora.ferox",0.222222222222222
"PK-Ewing",40,"Psorophora.horrida",0.222222222222222
"PK-Ewing",40,"Psorophora.signipennis",0.222222222222222
"PK-Ewing",40,"Uranotaenia.sapphirina",0.777777777777778
"PK-Ewing",41,"Aedes.albopictus",0
"PK-Ewing",41,"Aedes.atropalpus",0
"PK-Ewing",41,"Aedes.canadensis",0
"PK-Ewing",41,"Aedes.dorsalis",0
"PK-Ewing",41,"Aedes.hendersoni",0
"PK-Ewing",41,"Aedes.japonicus",0
"PK-Ewing",41,"Aedes.nigromaculis",0
"PK-Ewing",41,"Aedes.sollicitans",0
"PK-Ewing",41,"Aedes.sticticus",0
"PK-Ewing",41,"Aedes.stimulans",0
"PK-Ewing",41,"Aedes.triseriatus",0.2
"PK-Ewing",41,"Aedes.trivittatus",0.2
"PK-Ewing",41,"Aedes.vexans",6.2
"PK-Ewing",41,"Aedes.vexans.nipponii",0
"PK-Ewing",41,"Anopheles.barberi",0
"PK-Ewing",41,"Anopheles.punctipennis",1
"PK-Ewing",41,"Anopheles.quadrimaculatus",0.6
"PK-Ewing",41,"Anopheles.walkeri",0
"PK-Ewing",41,"Coquilletidia.perturbans",0
"PK-Ewing",41,"Culex.erraticus",0
"PK-Ewing",41,"Culex.pipiens.group",3
"PK-Ewing",41,"Culex.salinarius",0
"PK-Ewing",41,"Culex.tarsalis",0.6
"PK-Ewing",41,"Culex.territans",0.8
"PK-Ewing",41,"Culiseta.impatiens",0
"PK-Ewing",41,"Culiseta.inornata",11.8
"PK-Ewing",41,"Culiseta.minnesotae",0
"PK-Ewing",41,"Orthopodomyia.alba",0
"PK-Ewing",41,"Orthopodomyia.signifera",0
"PK-Ewing",41,"Psorophora.ciliata",0.2
"PK-Ewing",41,"Psorophora.columbiae",0
"PK-Ewing",41,"Psorophora.cyanescens",0
"PK-Ewing",41,"Psorophora.ferox",0
"PK-Ewing",41,"Psorophora.horrida",0
"PK-Ewing",41,"Psorophora.signipennis",0
"PK-Ewing",41,"Uranotaenia.sapphirina",0
"PK-Ewing",42,"Aedes.albopictus",0
"PK-Ewing",42,"Aedes.atropalpus",0
"PK-Ewing",42,"Aedes.canadensis",0
"PK-Ewing",42,"Aedes.dorsalis",0
"PK-Ewing",42,"Aedes.hendersoni",0
"PK-Ewing",42,"Aedes.japonicus",1
"PK-Ewing",42,"Aedes.nigromaculis",0
"PK-Ewing",42,"Aedes.sollicitans",0
"PK-Ewing",42,"Aedes.sticticus",0
"PK-Ewing",42,"Aedes.stimulans",0
"PK-Ewing",42,"Aedes.triseriatus",0
"PK-Ewing",42,"Aedes.trivittatus",0
"PK-Ewing",42,"Aedes.vexans",4.5
"PK-Ewing",42,"Aedes.vexans.nipponii",0
"PK-Ewing",42,"Anopheles.barberi",0
"PK-Ewing",42,"Anopheles.punctipennis",0
"PK-Ewing",42,"Anopheles.quadrimaculatus",0.5
"PK-Ewing",42,"Anopheles.walkeri",0
"PK-Ewing",42,"Coquilletidia.perturbans",0
"PK-Ewing",42,"Culex.erraticus",0.5
"PK-Ewing",42,"Culex.pipiens.group",2
"PK-Ewing",42,"Culex.salinarius",0
"PK-Ewing",42,"Culex.tarsalis",0
"PK-Ewing",42,"Culex.territans",0
"PK-Ewing",42,"Culiseta.impatiens",0
"PK-Ewing",42,"Culiseta.inornata",30.5
"PK-Ewing",42,"Culiseta.minnesotae",0
"PK-Ewing",42,"Orthopodomyia.alba",0
"PK-Ewing",42,"Orthopodomyia.signifera",0
"PK-Ewing",42,"Psorophora.ciliata",0
"PK-Ewing",42,"Psorophora.columbiae",0
"PK-Ewing",42,"Psorophora.cyanescens",0
"PK-Ewing",42,"Psorophora.ferox",0
"PK-Ewing",42,"Psorophora.horrida",0
"PK-Ewing",42,"Psorophora.signipennis",0
"PK-Ewing",42,"Uranotaenia.sapphirina",0
"PK-Union",19,"Aedes.albopictus",0
"PK-Union",19,"Aedes.atropalpus",0
"PK-Union",19,"Aedes.canadensis",0
"PK-Union",19,"Aedes.dorsalis",0
"PK-Union",19,"Aedes.hendersoni",0
"PK-Union",19,"Aedes.japonicus",0
"PK-Union",19,"Aedes.nigromaculis",0
"PK-Union",19,"Aedes.sollicitans",0
"PK-Union",19,"Aedes.sticticus",0
"PK-Union",19,"Aedes.stimulans",0
"PK-Union",19,"Aedes.triseriatus",0
"PK-Union",19,"Aedes.trivittatus",0
"PK-Union",19,"Aedes.vexans",4.33333333333333
"PK-Union",19,"Aedes.vexans.nipponii",0
"PK-Union",19,"Anopheles.barberi",0
"PK-Union",19,"Anopheles.punctipennis",0
"PK-Union",19,"Anopheles.quadrimaculatus",0
"PK-Union",19,"Anopheles.walkeri",0
"PK-Union",19,"Coquilletidia.perturbans",0
"PK-Union",19,"Culex.erraticus",0
"PK-Union",19,"Culex.pipiens.group",4.66666666666667
"PK-Union",19,"Culex.salinarius",0
"PK-Union",19,"Culex.tarsalis",0.333333333333333
"PK-Union",19,"Culex.territans",0
"PK-Union",19,"Culiseta.impatiens",0
"PK-Union",19,"Culiseta.inornata",8.33333333333333
"PK-Union",19,"Culiseta.minnesotae",0
"PK-Union",19,"Orthopodomyia.alba",0
"PK-Union",19,"Orthopodomyia.signifera",0
"PK-Union",19,"Psorophora.ciliata",0
"PK-Union",19,"Psorophora.columbiae",0
"PK-Union",19,"Psorophora.cyanescens",0
"PK-Union",19,"Psorophora.ferox",0
"PK-Union",19,"Psorophora.horrida",0
"PK-Union",19,"Psorophora.signipennis",0
"PK-Union",19,"Uranotaenia.sapphirina",0
"PK-Union",20,"Aedes.albopictus",0
"PK-Union",20,"Aedes.atropalpus",0
"PK-Union",20,"Aedes.canadensis",0
"PK-Union",20,"Aedes.dorsalis",0
"PK-Union",20,"Aedes.hendersoni",0
"PK-Union",20,"Aedes.japonicus",0
"PK-Union",20,"Aedes.nigromaculis",0
"PK-Union",20,"Aedes.sollicitans",0
"PK-Union",20,"Aedes.sticticus",0
"PK-Union",20,"Aedes.stimulans",0
"PK-Union",20,"Aedes.triseriatus",0
"PK-Union",20,"Aedes.trivittatus",0.5
"PK-Union",20,"Aedes.vexans",11.5
"PK-Union",20,"Aedes.vexans.nipponii",0
"PK-Union",20,"Anopheles.barberi",0
"PK-Union",20,"Anopheles.punctipennis",0.666666666666667
"PK-Union",20,"Anopheles.quadrimaculatus",0
"PK-Union",20,"Anopheles.walkeri",0
"PK-Union",20,"Coquilletidia.perturbans",0
"PK-Union",20,"Culex.erraticus",0
"PK-Union",20,"Culex.pipiens.group",7.16666666666667
"PK-Union",20,"Culex.salinarius",0
"PK-Union",20,"Culex.tarsalis",0.333333333333333
"PK-Union",20,"Culex.territans",0
"PK-Union",20,"Culiseta.impatiens",0
"PK-Union",20,"Culiseta.inornata",4
"PK-Union",20,"Culiseta.minnesotae",0
"PK-Union",20,"Orthopodomyia.alba",0
"PK-Union",20,"Orthopodomyia.signifera",0
"PK-Union",20,"Psorophora.ciliata",0
"PK-Union",20,"Psorophora.columbiae",0
"PK-Union",20,"Psorophora.cyanescens",0
"PK-Union",20,"Psorophora.ferox",0
"PK-Union",20,"Psorophora.horrida",0
"PK-Union",20,"Psorophora.signipennis",0
"PK-Union",20,"Uranotaenia.sapphirina",0
"PK-Union",21,"Aedes.albopictus",0
"PK-Union",21,"Aedes.atropalpus",0
"PK-Union",21,"Aedes.canadensis",0
"PK-Union",21,"Aedes.dorsalis",0
"PK-Union",21,"Aedes.hendersoni",0
"PK-Union",21,"Aedes.japonicus",0.125
"PK-Union",21,"Aedes.nigromaculis",0
"PK-Union",21,"Aedes.sollicitans",0
"PK-Union",21,"Aedes.sticticus",0
"PK-Union",21,"Aedes.stimulans",0
"PK-Union",21,"Aedes.triseriatus",0
"PK-Union",21,"Aedes.trivittatus",1.625
"PK-Union",21,"Aedes.vexans",118.875
"PK-Union",21,"Aedes.vexans.nipponii",0
"PK-Union",21,"Anopheles.barberi",0
"PK-Union",21,"Anopheles.punctipennis",0.875
"PK-Union",21,"Anopheles.quadrimaculatus",0
"PK-Union",21,"Anopheles.walkeri",0
"PK-Union",21,"Coquilletidia.perturbans",0
"PK-Union",21,"Culex.erraticus",0
"PK-Union",21,"Culex.pipiens.group",14.125
"PK-Union",21,"Culex.salinarius",0
"PK-Union",21,"Culex.tarsalis",0.875
"PK-Union",21,"Culex.territans",0
"PK-Union",21,"Culiseta.impatiens",0
"PK-Union",21,"Culiseta.inornata",4.125
"PK-Union",21,"Culiseta.minnesotae",0
"PK-Union",21,"Orthopodomyia.alba",0
"PK-Union",21,"Orthopodomyia.signifera",0
"PK-Union",21,"Psorophora.ciliata",0
"PK-Union",21,"Psorophora.columbiae",0
"PK-Union",21,"Psorophora.cyanescens",0
"PK-Union",21,"Psorophora.ferox",0
"PK-Union",21,"Psorophora.horrida",0
"PK-Union",21,"Psorophora.signipennis",0
"PK-Union",21,"Uranotaenia.sapphirina",0.5
"PK-Union",22,"Aedes.albopictus",0
"PK-Union",22,"Aedes.atropalpus",0
"PK-Union",22,"Aedes.canadensis",0
"PK-Union",22,"Aedes.dorsalis",0
"PK-Union",22,"Aedes.hendersoni",0
"PK-Union",22,"Aedes.japonicus",0
"PK-Union",22,"Aedes.nigromaculis",0
"PK-Union",22,"Aedes.sollicitans",0
"PK-Union",22,"Aedes.sticticus",0
"PK-Union",22,"Aedes.stimulans",0
"PK-Union",22,"Aedes.triseriatus",0.0714285714285714
"PK-Union",22,"Aedes.trivittatus",4
"PK-Union",22,"Aedes.vexans",258.428571428571
"PK-Union",22,"Aedes.vexans.nipponii",0
"PK-Union",22,"Anopheles.barberi",0
"PK-Union",22,"Anopheles.punctipennis",0.714285714285714
"PK-Union",22,"Anopheles.quadrimaculatus",0.0714285714285714
"PK-Union",22,"Anopheles.walkeri",0
"PK-Union",22,"Coquilletidia.perturbans",0
"PK-Union",22,"Culex.erraticus",0
"PK-Union",22,"Culex.pipiens.group",19.1664285714286
"PK-Union",22,"Culex.salinarius",0
"PK-Union",22,"Culex.tarsalis",1.14285714285714
"PK-Union",22,"Culex.territans",0
"PK-Union",22,"Culiseta.impatiens",0
"PK-Union",22,"Culiseta.inornata",1.095
"PK-Union",22,"Culiseta.minnesotae",0
"PK-Union",22,"Orthopodomyia.alba",0
"PK-Union",22,"Orthopodomyia.signifera",0
"PK-Union",22,"Psorophora.ciliata",0
"PK-Union",22,"Psorophora.columbiae",0
